Query_number,Document_ID,Cluster_ID,Similarity
917,output_281881.txt,255,0.4369061
917,output_277738.txt,652,0.4327604
917,output_490572.txt,649,0.4303785
917,output_411789.txt,652,0.42026046
917,output_35066.txt,652,0.41711375
917,output_412147.txt,652,0.41605377
918,output_37291.txt,186,0.7019434
918,output_178655.txt,186,0.6982027
918,output_292095.txt,186,0.6614505
918,output_342858.txt,186,0.658898
918,output_346227.txt,186,0.6582799
918,output_221555.txt,186,0.6491817
918,output_408261.txt,186,0.6332327
918,output_321114.txt,186,0.62863183
918,output_322796.txt,186,0.6263069
918,output_52939.txt,186,0.6253911
919,output_23842.txt,399,0.6336801
919,output_328662.txt,399,0.599832
919,output_155157.txt,399,0.5985754
919,output_340905.txt,399,0.5973805
919,output_36237.txt,399,0.5858719
919,output_483025.txt,399,0.58537066
919,output_109843.txt,399,0.5820555
919,output_367963.txt,399,0.5714024
919,output_279621.txt,399,0.56534755
919,output_444455.txt,399,0.5647008
920,output_172320.txt,51,0.45633307
920,output_470094.txt,51,0.45586985
920,output_461716.txt,312,0.4493923
920,output_458588.txt,51,0.44793916
920,output_478832.txt,51,0.43395635
920,output_142583.txt,312,0.41959092
920,output_329914.txt,343,0.41814566
920,output_254100.txt,318,0.41610324
920,output_64159.txt,51,0.4154533
920,output_214338.txt,312,0.4092667
921,output_106773.txt,605,0.65917796
921,output_154837.txt,605,0.59942716
921,output_313615.txt,499,0.5960827
921,output_80082.txt,523,0.5807394
921,output_439855.txt,523,0.5650697
921,output_17622.txt,499,0.56360775
921,output_256172.txt,499,0.56360775
921,output_16787.txt,499,0.56360775
921,output_498584.txt,605,0.56265676
921,output_28958.txt,499,0.5589176
922,output_322015.txt,302,0.6437819
922,output_409104.txt,302,0.61115134
922,output_91337.txt,302,0.59121156
922,output_484564.txt,302,0.5801153
922,output_354327.txt,302,0.5554934
922,output_53038.txt,302,0.5518886
922,output_32214.txt,302,0.5448356
922,output_447706.txt,519,0.5330771
922,output_293887.txt,302,0.52970594
922,output_59888.txt,302,0.5280332
923,output_375264.txt,51,0.50712764
923,output_251054.txt,355,0.5054177
923,output_113501.txt,293,0.48659104
923,output_392534.txt,355,0.4775955
923,output_254277.txt,355,0.46681246
923,output_455677.txt,574,0.46213442
923,output_48874.txt,355,0.45148095
923,output_295213.txt,355,0.447015
923,output_197101.txt,355,0.44504523
923,output_182604.txt,143,0.44416916
924,output_362150.txt,19,0.5641295
924,output_235443.txt,19,0.53528297
924,output_437384.txt,19,0.5184376
924,output_248771.txt,368,0.5105611
924,output_302639.txt,368,0.507476
924,output_382655.txt,19,0.5047812
924,output_438282.txt,368,0.50310886
924,output_435372.txt,22,0.49466446
924,output_65112.txt,19,0.49138623
924,output_402583.txt,312,0.48729774
925,output_63008.txt,21,0.5977116
925,output_499809.txt,21,0.53192395
925,output_250282.txt,125,0.4701493
925,output_422099.txt,491,0.4530888
925,output_155866.txt,200,0.44034785
925,output_140130.txt,676,0.4396305
925,output_239600.txt,235,0.43715674
925,output_172571.txt,235,0.43375447
925,output_346739.txt,676,0.4332372
925,output_220635.txt,125,0.43040898
926,output_237706.txt,500,0.48489186
926,output_287097.txt,247,0.4548556
926,output_479251.txt,160,0.45254165
926,output_114816.txt,584,0.44359806
926,output_219583.txt,160,0.43958986
926,output_237464.txt,200,0.4393664
926,output_370797.txt,160,0.4299435
926,output_497974.txt,500,0.42398077
926,output_480552.txt,500,0.4173432
926,output_312049.txt,316,0.41711867
927,output_350015.txt,456,0.5898011
927,output_94297.txt,424,0.5755287
927,output_455509.txt,424,0.5663791
927,output_172024.txt,424,0.5661753
927,output_316505.txt,424,0.55959487
927,output_165214.txt,424,0.5527995
927,output_404045.txt,424,0.5477916
927,output_268091.txt,424,0.5474842
927,output_320750.txt,424,0.54466844
927,output_41942.txt,424,0.5435162
928,output_177425.txt,542,0.6283765
928,output_258857.txt,302,0.56788445
928,output_201683.txt,542,0.5619937
928,output_389332.txt,128,0.5304884
928,output_164634.txt,542,0.51114273
928,output_409497.txt,302,0.4939783
928,output_176929.txt,542,0.49224508
928,output_54095.txt,302,0.485344
928,output_192370.txt,542,0.4790616
928,output_153982.txt,542,0.46966588
929,output_497612.txt,19,0.5178393
929,output_437061.txt,141,0.48900002
929,output_174001.txt,347,0.48874927
929,output_259609.txt,141,0.48631898
929,output_496058.txt,661,0.47010982
929,output_296310.txt,141,0.46512306
929,output_292643.txt,31,0.4573431
929,output_351633.txt,141,0.45691705
929,output_318278.txt,695,0.4513886
929,output_489502.txt,141,0.44415063
930,output_13895.txt,390,0.62632406
930,output_392200.txt,372,0.5963448
930,output_284317.txt,390,0.58321273
930,output_460875.txt,390,0.57156485
930,output_394464.txt,696,0.5561499
930,output_150179.txt,390,0.54985577
930,output_148636.txt,390,0.5404245
930,output_67716.txt,372,0.5351918
930,output_501022.txt,390,0.532009
930,output_310169.txt,372,0.5225491
931,output_393753.txt,561,0.466096
931,output_177532.txt,561,0.46419096
931,output_15113.txt,561,0.46205437
931,output_5452.txt,561,0.44834504
931,output_133105.txt,253,0.44185188
931,output_371752.txt,489,0.4395096
931,output_278111.txt,561,0.43556172
931,output_485298.txt,561,0.43190074
931,output_120955.txt,561,0.4290466
931,output_270669.txt,561,0.42766848
932,output_13378.txt,433,0.66103315
932,output_321465.txt,433,0.586923
932,output_254327.txt,433,0.5760832
932,output_498881.txt,611,0.54717815
932,output_298122.txt,170,0.5424144
932,output_135402.txt,611,0.5419865
932,output_489485.txt,433,0.5335767
932,output_208398.txt,433,0.5325707
932,output_258262.txt,433,0.5323538
932,output_84841.txt,433,0.520401
933,output_107418.txt,359,0.64322317
933,output_251797.txt,275,0.6267921
933,output_30664.txt,359,0.59206426
933,output_253451.txt,275,0.59050596
933,output_439102.txt,275,0.56535244
933,output_342521.txt,359,0.54832596
933,output_100254.txt,317,0.5419575
933,output_376369.txt,621,0.53950393
933,output_445143.txt,275,0.5327258
933,output_352992.txt,359,0.51885545
934,output_293887.txt,302,0.54938287
934,output_172020.txt,692,0.50785005
934,output_409104.txt,302,0.50180006
934,output_62532.txt,302,0.49862447
934,output_352959.txt,302,0.49417567
934,output_155076.txt,302,0.4857564
934,output_452502.txt,563,0.48334366
934,output_484564.txt,302,0.48205876
934,output_87353.txt,155,0.47919312
934,output_166351.txt,302,0.46867684
935,output_139359.txt,220,0.57982796
935,output_46551.txt,220,0.55333835
935,output_253429.txt,359,0.5437851
935,output_378352.txt,220,0.5388679
935,output_255654.txt,359,0.5376231
935,output_141951.txt,359,0.5341598
935,output_156134.txt,220,0.52071697
935,output_158645.txt,220,0.52071697
935,output_400712.txt,359,0.52063644
935,output_156467.txt,359,0.510537
936,output_87139.txt,417,0.44632158
936,output_42946.txt,128,0.4109858
936,output_219162.txt,200,0.3881667
936,output_453655.txt,477,0.37733847
936,output_296425.txt,696,0.36184958
936,output_129085.txt,200,0.3499645
936,output_386748.txt,316,0.34793228
936,output_330184.txt,382,0.34747756
936,output_476567.txt,566,0.34293407
936,output_141179.txt,71,0.3352606
937,output_30371.txt,106,0.5716606
937,output_368459.txt,125,0.5625774
937,output_353062.txt,106,0.5495831
937,output_452653.txt,125,0.5388837
937,output_157179.txt,106,0.49565974
937,output_260394.txt,125,0.48091596
937,output_485509.txt,107,0.47333848
937,output_317862.txt,116,0.465984
937,output_27837.txt,116,0.46585777
937,output_335020.txt,456,0.46417344
938,output_349051.txt,430,0.5084963
938,output_377635.txt,430,0.4697143
938,output_122487.txt,430,0.4500684
938,output_117593.txt,430,0.44666395
938,output_316278.txt,430,0.44600648
938,output_118015.txt,430,0.44533694
938,output_347072.txt,430,0.4425339
938,output_181522.txt,316,0.43039468
938,output_190512.txt,430,0.43007272
938,output_411191.txt,430,0.42833918
939,output_461947.txt,478,0.5222901
939,output_404298.txt,478,0.51021063
939,output_325745.txt,478,0.49151543
939,output_364429.txt,199,0.46494946
939,output_224044.txt,478,0.45100635
939,output_382691.txt,262,0.44331512
939,output_482986.txt,262,0.44114447
939,output_471578.txt,262,0.44114447
939,output_195992.txt,478,0.44053787
939,output_212563.txt,613,0.43261153
940,output_364531.txt,478,0.5841948
940,output_241185.txt,478,0.528184
940,output_201029.txt,478,0.5268331
940,output_225782.txt,641,0.5161863
940,output_3811.txt,656,0.5063468
940,output_338444.txt,656,0.5034329
940,output_193779.txt,478,0.50131494
940,output_161369.txt,656,0.4733681
940,output_373818.txt,56,0.47044605
940,output_18233.txt,613,0.46942034
941,output_239354.txt,491,0.6083615
941,output_391206.txt,221,0.48616433
941,output_192684.txt,491,0.4729655
941,output_483705.txt,221,0.45552933
941,output_71524.txt,221,0.45035353
941,output_15722.txt,126,0.43919414
941,output_14066.txt,268,0.4187404
941,output_28978.txt,221,0.41046333
941,output_275036.txt,221,0.40888613
941,output_150825.txt,221,0.40864718
942,output_122141.txt,177,0.65431297
942,output_64224.txt,177,0.63276005
942,output_20083.txt,177,0.61394805
942,output_494254.txt,177,0.597744
942,output_127431.txt,177,0.5949527
942,output_474159.txt,177,0.58566225
942,output_178179.txt,177,0.5828524
942,output_72545.txt,177,0.57671607
942,output_217227.txt,177,0.5709075
942,output_449615.txt,177,0.5692194
943,output_4451.txt,549,0.72947264
943,output_337352.txt,549,0.6857701
943,output_473984.txt,549,0.68218267
943,output_71048.txt,549,0.66951936
943,output_380910.txt,549,0.6562078
943,output_485978.txt,549,0.6549915
943,output_74593.txt,549,0.6542206
943,output_465408.txt,549,0.64186573
943,output_468084.txt,549,0.6418115
943,output_240514.txt,549,0.6380429
944,output_327372.txt,520,0.52891374
944,output_226783.txt,520,0.5102947
944,output_403824.txt,297,0.4996186
944,output_259171.txt,520,0.49264073
944,output_34872.txt,520,0.48918867
944,output_488266.txt,297,0.487464
944,output_133884.txt,297,0.48505116
944,output_445309.txt,297,0.48254278
944,output_415150.txt,520,0.47893453
944,output_64520.txt,520,0.47551706
945,output_353260.txt,631,0.6299677
945,output_254160.txt,631,0.6119859
945,output_451328.txt,631,0.605118
945,output_52465.txt,631,0.58356893
945,output_477366.txt,631,0.579301
945,output_259708.txt,631,0.5742686
945,output_426657.txt,631,0.52719283
945,output_487497.txt,603,0.5146918
945,output_70438.txt,631,0.5114651
945,output_18093.txt,631,0.5083723
946,output_281221.txt,702,0.5552608
946,output_227459.txt,657,0.490642
946,output_427654.txt,368,0.48849553
946,output_450969.txt,368,0.47317824
946,output_13731.txt,657,0.46822557
946,output_72594.txt,368,0.44115314
946,output_477014.txt,368,0.42744035
946,output_423720.txt,657,0.41102216
946,output_238978.txt,368,0.40289992
946,output_126539.txt,657,0.39095634
947,output_321782.txt,279,0.49630904
947,output_40547.txt,279,0.49350062
947,output_235893.txt,279,0.48619342
947,output_295540.txt,279,0.48545292
947,output_251763.txt,279,0.48216876
947,output_265341.txt,279,0.47726852
947,output_307421.txt,279,0.47333518
947,output_436214.txt,279,0.47097334
947,output_53954.txt,279,0.46717706
947,output_329957.txt,279,0.46710414
948,output_241352.txt,407,0.61838686
948,output_180211.txt,407,0.6148423
948,output_395612.txt,407,0.61415017
948,output_306844.txt,407,0.589239
948,output_3849.txt,407,0.5647784
948,output_47003.txt,407,0.5393641
948,output_228720.txt,407,0.52956885
948,output_489954.txt,407,0.5142381
948,output_346726.txt,407,0.51028895
948,output_3246.txt,407,0.50754845
949,output_67688.txt,131,0.6024879
949,output_68608.txt,491,0.46642232
949,output_495542.txt,93,0.43302768
949,output_65054.txt,131,0.40977523
949,output_496927.txt,491,0.39089078
949,output_127364.txt,93,0.38188082
949,output_248660.txt,126,0.38150325
949,output_127603.txt,491,0.37051058
949,output_249014.txt,491,0.3666174
949,output_306807.txt,126,0.36462066
950,output_413933.txt,179,0.59856516
950,output_424607.txt,233,0.5632881
950,output_102184.txt,179,0.5628352
950,output_94911.txt,179,0.5457283
950,output_240831.txt,233,0.54157746
950,output_327274.txt,179,0.536453
950,output_440258.txt,590,0.50667447
950,output_25214.txt,590,0.50667447
950,output_338192.txt,231,0.50512916
950,output_123004.txt,239,0.49240303
951,output_201774.txt,380,0.602496
951,output_242786.txt,380,0.526451
951,output_147570.txt,380,0.5180963
951,output_131787.txt,380,0.50934327
951,output_17675.txt,380,0.5074329
951,output_128384.txt,380,0.50036526
951,output_42244.txt,380,0.498577
951,output_303105.txt,380,0.49819106
951,output_239324.txt,229,0.49748692
951,output_395009.txt,627,0.4952125
952,output_171763.txt,126,0.3961911
952,output_411644.txt,350,0.38759732
952,output_490962.txt,126,0.3859276
952,output_188738.txt,66,0.37138772
952,output_247523.txt,211,0.36754155
952,output_130519.txt,656,0.36544463
952,output_180176.txt,350,0.36193913
952,output_449206.txt,125,0.35213476
952,output_33977.txt,66,0.34968236
952,output_36964.txt,476,0.34685582
953,output_276656.txt,128,0.588519
953,output_432675.txt,128,0.5157635
953,output_429960.txt,128,0.48035654
953,output_50417.txt,66,0.45472324
953,output_452985.txt,128,0.44989842
953,output_142563.txt,128,0.396898
953,output_137088.txt,128,0.38868815
953,output_393169.txt,128,0.37946746
953,output_462903.txt,128,0.37917528
953,output_259279.txt,696,0.3763616
954,output_122924.txt,62,0.43329662
954,output_161281.txt,542,0.40640947
954,output_181024.txt,603,0.38387796
954,output_322391.txt,492,0.3754309
954,output_193812.txt,542,0.36956266
954,output_209564.txt,603,0.36741677
954,output_353292.txt,492,0.36566585
954,output_463209.txt,492,0.36362502
954,output_376664.txt,542,0.35863936
954,output_239240.txt,492,0.35177147
955,output_145235.txt,577,0.45730874
955,output_319476.txt,577,0.4375499
955,output_285173.txt,577,0.38093466
955,output_494301.txt,577,0.37350112
955,output_18483.txt,577,0.36932272
955,output_51867.txt,397,0.35384214
955,output_213161.txt,577,0.34611547
955,output_436183.txt,703,0.34096873
955,output_193957.txt,577,0.33959037
955,output_453071.txt,577,0.33573547
956,output_323070.txt,183,0.57970804
956,output_192898.txt,183,0.5734074
956,output_44615.txt,368,0.57263315
956,output_483164.txt,183,0.56042683
956,output_398255.txt,368,0.5493816
956,output_109272.txt,183,0.54476583
956,output_302639.txt,368,0.5388204
956,output_145491.txt,368,0.53333634
956,output_201975.txt,368,0.52565414
956,output_42962.txt,183,0.5187428
957,output_364995.txt,304,0.55799586
957,output_277416.txt,304,0.55268705
957,output_367418.txt,169,0.53876907
957,output_404623.txt,37,0.5269433
957,output_195328.txt,304,0.52443904
957,output_249157.txt,673,0.52092916
957,output_222859.txt,169,0.51738286
957,output_479128.txt,673,0.51032543
957,output_248501.txt,169,0.5093241
957,output_323485.txt,169,0.5081946
958,output_380745.txt,312,0.61545694
958,output_80946.txt,312,0.49594602
958,output_167698.txt,495,0.47835886
958,output_335751.txt,312,0.4625973
958,output_464469.txt,26,0.45927346
958,output_88649.txt,312,0.4522908
958,output_284971.txt,78,0.44843024
958,output_85803.txt,435,0.4434233
958,output_241886.txt,312,0.441107
958,output_172673.txt,312,0.43937737
959,output_401701.txt,275,0.63694715
959,output_401896.txt,275,0.61622024
959,output_325191.txt,173,0.5947216
959,output_319771.txt,321,0.5912349
959,output_459533.txt,321,0.58629817
959,output_59098.txt,321,0.5643732
959,output_338387.txt,275,0.5444797
959,output_336236.txt,321,0.54185337
959,output_278931.txt,287,0.5359442
959,output_148974.txt,379,0.5219569
960,output_428494.txt,456,0.5413355
960,output_439524.txt,141,0.4765806
960,output_63923.txt,456,0.45139298
960,output_219653.txt,456,0.4326641
960,output_253002.txt,331,0.42884624
960,output_417850.txt,456,0.4061659
960,output_73609.txt,141,0.39209366
960,output_31576.txt,141,0.390626
960,output_33981.txt,331,0.3831429
960,output_124883.txt,456,0.38298154
961,output_415308.txt,310,0.6165332
961,output_76447.txt,291,0.61636746
961,output_150243.txt,291,0.5728116
961,output_5183.txt,310,0.56978726
961,output_122934.txt,310,0.56890017
961,output_410759.txt,310,0.5684427
961,output_396622.txt,495,0.54514074
961,output_470585.txt,38,0.5347223
961,output_400567.txt,310,0.53470314
961,output_143888.txt,310,0.5328065
962,output_16427.txt,268,0.46812987
962,output_443382.txt,456,0.44936588
962,output_150839.txt,456,0.4235505
962,output_94967.txt,587,0.41420785
962,output_65638.txt,587,0.40996408
962,output_161111.txt,310,0.40305692
962,output_280336.txt,456,0.39544475
962,output_376934.txt,587,0.39460868
962,output_140883.txt,587,0.39036763
962,output_199048.txt,74,0.3900037
963,output_136079.txt,473,0.54265344
963,output_266355.txt,456,0.5392604
963,output_442679.txt,473,0.5237894
963,output_88091.txt,702,0.5135555
963,output_338105.txt,473,0.5075223
963,output_380668.txt,473,0.48526955
963,output_381436.txt,591,0.48303497
963,output_323437.txt,456,0.47335762
963,output_146375.txt,473,0.4731773
963,output_317196.txt,661,0.47183463
964,output_263694.txt,210,0.68222564
964,output_302670.txt,107,0.67147994
964,output_397381.txt,210,0.666824
964,output_249570.txt,210,0.66237974
964,output_282889.txt,210,0.6610271
964,output_331381.txt,210,0.66063297
964,output_59759.txt,210,0.65418917
964,output_439738.txt,107,0.6519863
964,output_195175.txt,210,0.64586926
964,output_111420.txt,107,0.64465624
965,output_349454.txt,52,0.6741053
965,output_131682.txt,557,0.5985273
965,output_451720.txt,352,0.57652223
965,output_476679.txt,6,0.5640793
965,output_323658.txt,6,0.55424666
965,output_168501.txt,6,0.53704953
965,output_486854.txt,6,0.5367153
965,output_77505.txt,352,0.53502595
965,output_54929.txt,352,0.5222411
965,output_454751.txt,52,0.5211708
966,output_421127.txt,125,0.41148508
966,output_125560.txt,125,0.40038908
966,output_306807.txt,126,0.36684114
966,output_355824.txt,125,0.36369437
966,output_188313.txt,126,0.36087427
966,output_35310.txt,126,0.35446036
966,output_352798.txt,125,0.35428786
966,output_479143.txt,491,0.35151392
966,output_326665.txt,672,0.34348208
966,output_196468.txt,491,0.34013614
967,output_169985.txt,361,0.6881223
967,output_373051.txt,443,0.64822936
967,output_109541.txt,456,0.6157209
967,output_87904.txt,361,0.6114894
967,output_337131.txt,443,0.60497326
967,output_57285.txt,456,0.5810611
967,output_106751.txt,361,0.5693199
967,output_171768.txt,361,0.5471957
967,output_346512.txt,456,0.53179014
967,output_366161.txt,361,0.5301081
968,output_491443.txt,249,0.6324789
968,output_327461.txt,420,0.5823431
968,output_86712.txt,420,0.5821941
968,output_89155.txt,420,0.5804062
968,output_198449.txt,420,0.57901984
968,output_376114.txt,420,0.56475675
968,output_331119.txt,420,0.5580847
968,output_450776.txt,79,0.54826534
968,output_269261.txt,79,0.5466968
968,output_315955.txt,79,0.54646254
969,output_376944.txt,311,0.63441736
969,output_289298.txt,311,0.63373506
969,output_185818.txt,311,0.6295737
969,output_33475.txt,311,0.62714934
969,output_172158.txt,379,0.62102914
969,output_211183.txt,50,0.6159956
969,output_24973.txt,311,0.6127883
969,output_17820.txt,50,0.6091538
969,output_250203.txt,311,0.595634
969,output_81884.txt,311,0.59225416
970,output_282938.txt,491,0.4500645
970,output_69425.txt,347,0.4010685
970,output_419712.txt,469,0.39307106
970,output_167444.txt,457,0.3887639
970,output_145202.txt,214,0.3644315
970,output_405789.txt,131,0.34309655
970,output_273187.txt,390,0.34080908
970,output_466874.txt,382,0.33624297
970,output_72245.txt,214,0.32932508
970,output_127385.txt,469,0.3289829
971,output_300894.txt,275,0.54502785
971,output_251200.txt,275,0.51796365
971,output_77242.txt,275,0.50376695
971,output_435672.txt,275,0.503506
971,output_46902.txt,580,0.47646996
971,output_386288.txt,275,0.47465223
971,output_118856.txt,275,0.47060448
971,output_125849.txt,275,0.46949583
971,output_175058.txt,275,0.4691677
971,output_193938.txt,275,0.46705332
972,output_419903.txt,131,0.50828695
972,output_150471.txt,131,0.41284308
972,output_340396.txt,491,0.39060873
972,output_135180.txt,485,0.37893212
972,output_435978.txt,126,0.37079227
972,output_149359.txt,131,0.36414787
972,output_246273.txt,161,0.36394274
972,output_293740.txt,620,0.35503086
972,output_37265.txt,388,0.3455897
972,output_199155.txt,298,0.33891964
973,output_460726.txt,126,0.67163634
973,output_489087.txt,126,0.5958439
973,output_210219.txt,491,0.55581295
973,output_407125.txt,66,0.542047
973,output_227034.txt,66,0.5357245
973,output_41930.txt,126,0.52471143
973,output_127534.txt,143,0.5202019
973,output_25944.txt,143,0.5157265
973,output_166344.txt,293,0.50603527
973,output_205432.txt,350,0.5000376
974,output_120430.txt,23,0.7396919
974,output_452607.txt,21,0.6022685
974,output_42792.txt,506,0.585242
974,output_419552.txt,494,0.57300943
974,output_396690.txt,21,0.55204904
974,output_306791.txt,21,0.5511844
974,output_51739.txt,21,0.5316535
974,output_141570.txt,506,0.52025276
974,output_406949.txt,506,0.5180086
974,output_203241.txt,506,0.51245433
975,output_295418.txt,5,0.6102891
975,output_394175.txt,5,0.61026007
975,output_34755.txt,5,0.6022964
975,output_435468.txt,5,0.5886709
975,output_111519.txt,5,0.5848597
975,output_217446.txt,5,0.5836623
975,output_68900.txt,5,0.5726615
975,output_193291.txt,5,0.57136714
975,output_310864.txt,5,0.57112896
975,output_379046.txt,5,0.56993896
976,output_80948.txt,540,0.6307981
976,output_459413.txt,540,0.5718947
976,output_322300.txt,331,0.5536827
976,output_287846.txt,540,0.54587656
976,output_130938.txt,331,0.54244196
976,output_273674.txt,331,0.54155385
976,output_268213.txt,540,0.53100824
976,output_13992.txt,331,0.52378356
976,output_389809.txt,540,0.5226428
976,output_282263.txt,540,0.5225244
977,output_264959.txt,310,0.62080175
977,output_444174.txt,310,0.59445286
977,output_142252.txt,310,0.5933301
977,output_455019.txt,310,0.59308267
977,output_188044.txt,310,0.59165525
977,output_183894.txt,310,0.5778308
977,output_316014.txt,310,0.5769319
977,output_313100.txt,310,0.5737508
977,output_144583.txt,310,0.5670689
977,output_211299.txt,310,0.5492079
978,output_277462.txt,126,0.4210485
978,output_171281.txt,126,0.3732416
978,output_152882.txt,407,0.35667884
978,output_453294.txt,262,0.35471383
978,output_193180.txt,126,0.33447242
978,output_216470.txt,703,0.33253723
978,output_308297.txt,302,0.3192899
978,output_492096.txt,262,0.31866375
978,output_376788.txt,126,0.3142172
978,output_310110.txt,702,0.3117081
979,output_400407.txt,298,0.46602532
979,output_133987.txt,298,0.46146286
979,output_138775.txt,456,0.4101013
979,output_250224.txt,125,0.4000644
979,output_115801.txt,131,0.3786888
979,output_440928.txt,491,0.37755623
979,output_1586.txt,131,0.37192652
979,output_87700.txt,126,0.36785883
979,output_164995.txt,126,0.3655694
979,output_320882.txt,126,0.36464316
980,output_228309.txt,603,0.46628994
980,output_42737.txt,603,0.4614141
980,output_118638.txt,603,0.451971
980,output_125995.txt,603,0.43640688
980,output_480136.txt,469,0.4362666
980,output_97678.txt,603,0.43380177
980,output_454024.txt,603,0.43186617
980,output_403427.txt,603,0.4245599
980,output_117986.txt,603,0.41769692
980,output_323701.txt,603,0.40929514
981,output_95201.txt,355,0.57063997
981,output_32884.txt,430,0.49924883
981,output_190956.txt,574,0.47378063
981,output_474528.txt,574,0.46700603
981,output_149805.txt,47,0.46693435
981,output_422427.txt,355,0.46357343
981,output_186483.txt,47,0.45649645
981,output_219137.txt,47,0.45447862
981,output_132206.txt,574,0.4523348
981,output_74565.txt,355,0.45146623
982,output_278437.txt,349,0.6797515
982,output_400145.txt,349,0.66057485
982,output_427790.txt,349,0.6326598
982,output_65852.txt,349,0.6317289
982,output_188300.txt,349,0.6205674
982,output_236915.txt,349,0.61473835
982,output_351379.txt,349,0.5791695
982,output_168699.txt,570,0.566639
982,output_415298.txt,570,0.566639
982,output_300426.txt,349,0.5621847
983,output_256510.txt,265,0.6781235
983,output_409263.txt,52,0.57025266
983,output_6177.txt,265,0.49812752
983,output_158556.txt,265,0.49037457
983,output_461981.txt,265,0.47034204
983,output_256146.txt,52,0.46365476
983,output_37799.txt,309,0.45741707
983,output_343101.txt,52,0.44977835
983,output_461230.txt,52,0.4408673
983,output_457414.txt,52,0.4390518
984,output_483829.txt,137,0.73032165
984,output_73645.txt,137,0.7073335
984,output_497872.txt,532,0.690135
984,output_386900.txt,137,0.688382
984,output_423696.txt,137,0.68675566
984,output_145071.txt,137,0.6814892
984,output_411026.txt,137,0.671687
984,output_99840.txt,137,0.66586065
984,output_113914.txt,137,0.66313267
984,output_80600.txt,137,0.6474857
985,output_490740.txt,430,0.6268316
985,output_45192.txt,430,0.62306434
985,output_310239.txt,430,0.60905457
985,output_13420.txt,430,0.5845599
985,output_121636.txt,430,0.5813366
985,output_352574.txt,430,0.5740626
985,output_333461.txt,430,0.56812096
985,output_369105.txt,53,0.5499795
985,output_28048.txt,430,0.5460293
985,output_155592.txt,262,0.54578805
986,output_465811.txt,361,0.54248834
986,output_55681.txt,361,0.51076543
986,output_282124.txt,443,0.508675
986,output_317828.txt,361,0.48494625
986,output_342965.txt,361,0.47942957
986,output_276013.txt,361,0.4790408
986,output_436398.txt,456,0.47357336
986,output_297172.txt,456,0.45992267
986,output_316066.txt,443,0.44539464
986,output_173589.txt,361,0.4251741
987,output_470025.txt,473,0.5563853
987,output_253097.txt,473,0.5501212
987,output_382234.txt,473,0.54525185
987,output_326252.txt,473,0.5327901
987,output_358055.txt,473,0.53160125
987,output_143604.txt,473,0.5308325
987,output_62286.txt,473,0.5288702
987,output_296807.txt,473,0.5277365
987,output_112516.txt,473,0.52770907
987,output_293153.txt,473,0.5257552
988,output_358690.txt,216,0.48825237
988,output_344169.txt,216,0.3949097
988,output_233962.txt,216,0.39047527
988,output_172580.txt,580,0.37269536
988,output_467075.txt,580,0.37213254
988,output_97220.txt,370,0.3655495
988,output_16252.txt,560,0.36308223
988,output_115436.txt,216,0.35812432
988,output_13284.txt,160,0.3547082
988,output_1458.txt,63,0.35295254
989,output_287690.txt,359,0.7084234
989,output_343264.txt,220,0.6563367
989,output_116361.txt,220,0.6220126
989,output_498582.txt,359,0.61383647
989,output_127982.txt,359,0.5944282
989,output_196687.txt,275,0.5816837
989,output_174228.txt,275,0.5640788
989,output_256686.txt,317,0.5417811
989,output_429332.txt,359,0.5414889
989,output_430352.txt,359,0.54116577
990,output_196687.txt,275,0.5428704
990,output_174228.txt,275,0.5332519
990,output_492352.txt,275,0.4555492
990,output_164743.txt,275,0.43017495
990,output_157341.txt,275,0.3847549
990,output_245370.txt,275,0.38230285
990,output_60720.txt,275,0.370524
990,output_168567.txt,275,0.36647654
990,output_33477.txt,258,0.3609051
990,output_294717.txt,275,0.35428518
991,output_120930.txt,191,0.49358362
991,output_395853.txt,529,0.48815346
991,output_130950.txt,191,0.45727336
991,output_494184.txt,191,0.40876397
991,output_11680.txt,443,0.4010238
991,output_412683.txt,191,0.3934154
991,output_331481.txt,191,0.3929454
991,output_55118.txt,191,0.38388252
991,output_184031.txt,191,0.38348088
991,output_17735.txt,443,0.38054723
992,output_202273.txt,125,0.70587397
992,output_481881.txt,126,0.44382232
992,output_293322.txt,126,0.40362626
992,output_334364.txt,131,0.39064586
992,output_435606.txt,126,0.3858524
992,output_190119.txt,93,0.38374126
992,output_20976.txt,126,0.3781895
992,output_164995.txt,126,0.3775315
992,output_43415.txt,126,0.37355524
992,output_147921.txt,125,0.3684942
993,output_235498.txt,570,0.52875245
993,output_267269.txt,570,0.49762762
993,output_217316.txt,233,0.4598143
993,output_217446.txt,5,0.45943454
993,output_377497.txt,5,0.4474939
993,output_41842.txt,5,0.43476975
993,output_343748.txt,5,0.42956838
993,output_426511.txt,222,0.42295808
993,output_88478.txt,514,0.4208749
993,output_494720.txt,570,0.41884732
994,output_87273.txt,557,0.5307715
994,output_135182.txt,557,0.5238927
994,output_497798.txt,557,0.51826
994,output_168769.txt,71,0.48280245
994,output_370775.txt,71,0.4820786
994,output_315002.txt,542,0.4814621
994,output_217914.txt,557,0.47970212
994,output_177408.txt,557,0.4758724
994,output_47455.txt,557,0.44534355
994,output_356321.txt,557,0.44101042
995,output_423566.txt,126,0.46848118
995,output_401977.txt,126,0.45806736
